"Student.ID","Term.Code","Term.UG.MU.Earned.CrHr","Term.UG.Overall.Earned.CrHr..MU.and.Non.MU.","Cum.UG.Overall.Earned.CrHr..MU.and.Non.MU.","Student ID"
8329214,202020,15,15,84,NA
8329214,202030,3,3,87,NA
8329214,202110,15,15,102,NA
8329214,202115,3,3,105,NA
8329214,202120,15,15,120,NA
8329214,202210,12,12,132,NA
8329214,202220,13,13,145,NA
8329631,201910,16,65,65,NA
8329631,201920,16,16,81,NA
8329631,202010,17,17,98,NA
8329631,202020,15,15,113,NA
8329631,202110,18,18,131,NA
8329631,202115,3,3,134,NA
8329631,202120,13,13,147,NA
8329631,202210,15,15,162,NA
8329631,202220,12,12,174,NA
8330104,201910,17,41,41,NA
8330104,201920,15,15,56,NA
8330104,202010,15,15,71,NA
8330104,202020,0,16,87,NA
8330104,202110,15,15,102,NA
8330104,202120,18,18,120,NA
8330104,202210,12.5,12.5,132.5,NA
8330104,202220,12,12,144.5,NA
8330667,201910,15,48,48,NA
8330667,201920,14,14,62,NA
8330667,202010,15,15,77,NA
8330667,202020,15,15,92,NA
8330667,202030,3,3,95,NA
8330667,202110,16,16,111,NA
8330667,202115,3,3,114,NA
8330667,202120,15,15,129,NA
8330667,202210,16,16,145,NA
8330667,202215,3,3,148,NA
8330667,202220,12,12,160,NA
8332131,201910,17,47,47,NA
8332131,201920,16,16,63,NA
8332131,202010,16,16,79,NA
8332131,202020,16,16,95,NA
8332131,202110,15,15,110,NA
8332131,202120,15,15,125,NA
8332131,202210,0,0,125,NA
8332131,202220,0,0,125,NA
8332243,201910,14,15,15,NA
8332243,201920,17,17,32,NA
8332243,202010,19,19,51,NA
8332243,202020,16.5,16.5,67.5,NA
8332243,202110,17,17,84.5,NA
8332243,202120,17,17,101.5,NA
8332243,202210,13.5,16.5,118,NA
8332243,202220,9,9,127,NA
8332399,201910,17,64,64,NA
8332399,201920,17,17,81,NA
8332399,202010,16,19,100,NA
8332399,202020,16,16,116,NA
8332399,202110,12,15,131,NA
8332399,202120,18,18,149,NA
8332399,202130,3,3,152,NA
8332399,202210,16,16,168,NA
8332566,201910,17,46,46,NA
8332566,201920,15,15,61,NA
8332566,202010,15,15,76,NA
8332566,202020,13,13,89,NA
8332566,202030,3,3,92,NA
8332566,202110,15,15,107,NA
8332566,202120,12,12,119,NA
8332566,202210,15,15,134,NA
8332566,202215,3,3,137,NA
8332566,202220,11,11,148,NA
8332566,202310,0,0,148,NA
8332566,202315,0,0,148,NA
8332566,202320,0,0,148,NA
8332809,201910,17,38,38,NA
8332809,201920,16,16,54,NA
8332809,202010,15,15,69,NA
8332809,202015,6,6,75,NA
8332809,202020,17,17,92,NA
8332809,202030,0,6,NA,NA
8332809,202110,15,15,113,NA
8332809,202120,16,16,129,NA
8332809,202210,17,17,146,NA
8332809,202215,6,6,152,NA
8332809,202220,9,9,161,NA
8332899,201910,17,37,37,NA
8332899,201920,14,14,51,NA
8332899,202010,12,12,63,NA
8332899,202020,15,15,78,NA
8332899,202030,3,3,81,NA
8332899,202110,12,12,93,NA
8332899,202120,12,12,105,NA
8332899,202130,3,3,108,NA
8332899,202210,12,12,120,NA
8332899,202220,12,12,132,NA
8332921,201910,14,14,14,NA
8332921,201920,16,16,30,NA
8332921,201930,3,3,33,NA
8332921,202010,15,15,48,NA
8332921,202020,16,16,64,NA
8332921,202030,6,6,70,NA
8332921,202110,15,15,85,NA
8332921,202115,3,3,88,NA
8332921,202120,16,16,104,NA
8332921,202210,15,15,119,NA
8332921,202215,6,6,125,NA
8332921,202220,14,14,139,NA
8332921,202310,12,12,151,NA
8333381,201910,15,31,31,NA
8333381,201920,16,16,47,NA
8333381,202010,15,15,62,NA
8333381,202015,3,3,65,NA
8333381,202020,15,15,80,NA
8333381,202110,15,15,95,NA
8333381,202120,15,15,110,NA
8333381,202210,12,12,122,NA
8333381,202220,12,12,134,NA
8333453,201910,18,26,26,NA
8333453,201920,15,15,41,NA
8333453,202010,15,15,56,NA
8333453,202020,15,15,71,NA
8333453,202110,15,15,86,NA
8333453,202120,12,12,98,NA
8333453,202130,9,9,107,NA
8333453,202210,15,15,122,NA
8333453,202220,15,15,137,NA
8333646,201910,16,28,28,NA
8333646,201920,15,15,43,NA
8333646,201930,0,3,NA,NA
8333646,202010,15,15,61,NA
8333646,202020,16,16,77,NA
8333646,202110,15,15,92,NA
8333646,202115,3,3,95,NA
8333646,202120,15,15,110,NA
8333646,202210,15,15,125,NA
8333646,202215,5,5,130,NA
8333646,202220,20,20,150,NA
8334557,201910,17,17,17,NA
8334557,201920,15,15,32,NA
8334557,202010,13,13,45,NA
8334557,202020,15,15,60,NA
8334557,202110,14,14,74,NA
8334557,202120,12,12,86,NA
8334557,202130,9,9,95,NA
8334557,202210,15,15,110,NA
8334557,202215,3,3,113,NA
8334557,202220,15,15,128,NA
8334557,202310,0,0,128,NA
8334557,202320,0,0,128,NA
8335143,201910,16,70,70,NA
8335143,201915,3,3,73,NA
8335143,201920,16,16,89,NA
8335143,201930,8,8,97,NA
8335143,202010,18,18,115,NA
8335143,202015,3,3,118,NA
8335143,202020,19,19,137,NA
8335143,202030,6,6,143,NA
8335143,202110,14,14,157,NA
8335143,202115,3,3,160,NA
8335143,202120,19,19,179,NA
8336578,201910,14,23,23,NA
8336578,201920,16,16,39,NA
8336578,202010,15,15,54,NA
8336578,202020,12,12,66,NA
8336578,202110,12,12,78,NA
8336578,202115,6,6,84,NA
8336578,202120,15,15,99,NA
8336578,202130,3,6,105,NA
8336578,202210,12,12,117,NA
8336578,202220,12,12,129,NA
8338269,201910,17,23,23,NA
8338269,201915,3,3,26,NA
8338269,201920,16,16,42,NA
8338269,202010,16,16,58,NA
8338269,202015,3,3,61,NA
8338269,202020,15,15,76,NA
8338269,202110,15,15,91,NA
8338269,202115,6,6,97,NA
8338269,202120,12,12,109,NA
8338269,202210,15,15,124,NA
8338269,202220,15,15,139,NA
8338485,201910,16,25,25,NA
8338485,201920,15,15,40,NA
8338485,202010,12,12,52,NA
8338485,202015,3,3,55,NA
8338485,202020,15,15,70,NA
8338485,202110,12,12,82,NA
8338485,202115,3,3,85,NA
8338485,202120,12,12,97,NA
8338485,202210,15,15,112,NA
8338485,202220,12,12,124,NA
8338893,201910,17,34,34,NA
8338893,201920,15,15,49,NA
8338893,202010,12,12,61,NA
8338893,202020,21,21,82,NA
8338893,202110,18,18,100,NA
8338893,202120,18,18,118,NA
8338893,202210,15,15,133,NA
8338893,202220,15,15,148,NA
8339022,201910,14,14,14,NA
8339022,201920,17,17,31,NA
8339022,201930,5,5,36,NA
8339022,202010,15,15,51,NA
8339022,202020,14,14,65,NA
8339022,202030,5,5,70,NA
8339022,202110,18,18,88,NA
8339022,202120,18,21,109,NA
8339022,202130,6,6,115,NA
8339022,202210,18,21,136,NA
8339022,202215,6,6,142,NA
8339022,202220,18,21,163,NA
8339022,202310,18,18,181,NA
8339022,202320,12,12,193,NA
8339335,201910,13,25,25,NA
8339335,201920,12,12,37,NA
8339335,202010,13,13,50,NA
8339335,202020,9,12,62,NA
8339335,202030,0,6,NA,NA
8339335,202110,14,14,82,NA
8339335,202120,15,15,97,NA
8339335,202210,15,15,112,NA
8339335,202220,16,16,128,NA
8339550,201910,12,35,35,NA
8339550,201920,15,15,50,NA
8339550,202010,19,19,69,NA
8339550,202020,19,19,88,NA
8339550,202110,18,18,106,NA
8339550,202120,18,18,124,NA
8339550,202210,0,0,124,NA
8339550,202215,0,0,124,NA
8339550,202220,0,0,124,NA
8339919,201910,16,31,31,NA
8339919,201915,0,0,31,NA
8339919,201920,14,14,45,NA
8339919,202010,16,16,61,NA
8339919,202020,14,14,75,NA
8339919,202030,3,3,78,NA
8339919,202110,15,15,93,NA
8339919,202120,12,12,105,NA
8339919,202210,12,12,117,NA
8339919,202215,6,6,123,NA
8339919,202220,15,15,138,NA
8340310,201910,10,10,10,NA
8340310,201915,3,3,13,NA
8340310,201920,15,15,28,NA
8340310,201930,5,8,36,NA
8340310,202010,17,17,53,NA
8340310,202020,19,19,72,NA
8340310,202030,3,9,81,NA
8340310,202110,15,15,96,NA
8340310,202115,4,4,100,NA
8340310,202120,15,15,115,NA
8340310,202210,18,18,133,NA
8340310,202220,15,15,148,NA
8340355,201910,17,53,53,NA
8340355,201920,15,15,68,NA
8340355,201930,0,6,NA,NA
8340355,202010,16,16,90,NA
8340355,202020,18,18,108,NA
8340355,202110,13,13,121,NA
8340355,202120,12,12,133,NA
8340511,201910,15,56,56,NA
8340511,201920,16,16,72,NA
8340511,202010,15,15,87,NA
8340511,202020,15,15,102,NA
8340511,202030,3,3,105,NA
8340511,202110,15,15,120,NA
8340511,202120,15,15,135,NA
8340511,202210,0,0,135,NA
8340511,202215,0,0,135,NA
8340511,202220,0,0,135,NA
8340526,201910,16,82,82,NA
8340526,201920,16,16,98,NA
8340526,202010,15,15,113,NA
8340526,202015,3,3,116,NA
8340526,202020,15,15,131,NA
8340526,202110,15,15,146,NA
8340526,202115,6,6,152,NA
8340526,202120,15,15,167,NA
8340526,202210,0,0,167,NA
8340526,202215,0,0,167,NA
8340526,202220,0,0,167,NA
8342493,201910,15,57,57,NA
8342493,201920,16,16,73,NA
8342493,202010,16,16,89,NA
8342493,202020,20,20,109,NA
8342493,202110,16,16,125,NA
8342493,202120,16,16,141,NA
8342493,202210,13,13,154,NA
8342493,202220,13,13,167,NA
8350002,201810,17,17,17,NA
8350002,201820,13,13,30,NA
8350002,201830,4,4,34,NA
8350002,201910,18,18,52,NA
8350002,201920,12,12,64,NA
8350002,201930,3,3,67,NA
8350002,202010,15,15,82,NA
8350002,202015,6,6,88,NA
8350002,202020,12,12,100,NA
8350002,202030,15,15,115,NA
8350002,202110,18,18,133,NA
8350002,202115,6,6,139,NA
8350888,201910,12,21,21,NA
8350888,201915,3,3,24,NA
8350888,201920,14,14,38,NA
8350888,201930,3,3,41,NA
8350888,202010,15,15,56,NA
8350888,202020,15,15,71,NA
8350888,202030,3,3,74,NA
8350888,202110,6,6,80,NA
8350888,202120,13,13,93,NA
8350888,202210,12,12,105,NA
8350888,202215,6,6,111,NA
8350888,202220,14,14,125,NA
8350888,202230,9,9,134,NA
8350888,202310,12,12,146,NA
8351630,201910,17,46,46,NA
8351630,201920,14,14,60,NA
8351630,202010,15,15,75,NA
8351630,202015,6,6,81,NA
8351630,202020,15,15,96,NA
8351630,202110,15,15,111,NA
8351630,202115,2,2,113,NA
8351630,202120,16,16,129,NA
8351630,202210,12,12,141,NA
8351630,202220,15,15,156,NA
8354482,201810,15,15,15,NA
8354482,201820,19,19,34,NA
8354482,201910,21,21,55,NA
8354482,201920,20,20,75,NA
8354482,201930,0,0,75,NA
8354482,202010,12,12,87,NA
8354482,202020,17,17,104,NA
8354482,202030,0,0,104,NA
8354482,202110,18,18,122,NA
8354482,202120,12,12,134,NA
8354519,201810,20,20,20,NA
8354519,201820,22,22,42,NA
8354519,201910,20,20,62,NA
8354519,201920,20,20,82,NA
8354519,202010,20,20,102,NA
8354519,202020,17,17,119,NA
8354519,202030,9,9,128,NA
8354519,202110,3,3,131,NA
8354519,202115,0,0,131,NA
8354519,202120,0,0,131,NA
8355890,201810,15,15,15,NA
8355890,201820,14,14,29,NA
8355890,201910,14.5,14.5,43.5,NA
8355890,201920,15,15,58.5,NA
8355890,201930,3,3,61.5,NA
8355890,202010,17,17,78.5,NA
8355890,202020,16,16,94.5,NA
8355890,202030,0,3,NA,NA
8355890,202110,18,18,115.5,NA
8355890,202120,15,15,130.5,NA
8357001,201810,16,16,16,NA
8357001,201820,18,18,34,NA
8357001,201910,17,17,51,NA
8357001,201920,18,18,69,NA
8357001,202010,8,8,77,NA
8357001,202020,9,9,86,NA
8357001,202110,6,6,92,NA
8357001,202120,12,12,104,NA
8357001,202210,15,15,119,NA
8357001,202215,3,3,122,NA
8357001,202220,12,12,134,NA
8357001,202230,12,12,146,NA
8358602,201810,17,17,17,NA
8358602,201820,14,14,31,NA
8358602,201910,17,17,48,NA
8358602,201920,18,18,66,NA
8358602,202010,13,19,85,NA
8358602,202020,12,12,97,NA
8358602,202110,15,15,112,NA
8358602,202115,3,3,115,NA
8358602,202120,15,15,130,NA
8359278,201810,12,21,21,NA
8359278,201820,13,13,34,NA
8359278,201910,15,15,49,NA
8359278,202010,17,17,66,NA
8359278,202015,3,3,69,NA
8359278,202020,18,21,90,NA
8359278,202030,0,3,NA,NA
8359278,202110,18,18,111,NA
8359278,202120,15,15,126,NA
8359870,201810,14,32,32,NA
8359870,201815,0,12,NA,NA
8359870,201820,15,15,59,NA
8359870,201910,17,17,76,NA
8359870,201920,19,25,101,NA
8359870,202010,15,15,116,NA
8359870,202015,3,3,119,NA
8359870,202020,19,19,138,NA
8362430,201810,17,23,23,NA
8362430,201815,3,3,26,NA
8362430,201820,18,18,44,NA
8362430,201830,3,3,47,NA
8362430,201910,17,17,64,NA
8362430,201915,3,3,67,NA
8362430,201920,15,15,82,NA
8364375,201810,16,32,32,NA
8364375,201820,13,13,45,NA
8364375,201910,15,15,60,NA
8364375,201920,17,17,77,NA
8364375,202010,12,12,89,NA
8364375,202020,12,12,101,NA
8364375,202030,6,6,107,NA
8364375,202110,11,11,118,NA
8364375,202120,14,14,132,NA
8365108,201810,16,20,20,NA
8365108,201820,14,14,34,NA
8365108,201910,12,12,46,NA
8365108,201920,15,15,61,NA
8365108,202010,14,14,75,NA
8365108,202020,15,15,90,NA
8365108,202110,15,15,105,NA
8365108,202115,6,6,111,NA
8365108,202120,12,12,123,NA
8365422,201810,17,49,49,NA
8365422,201820,14,14,63,NA
8365422,201830,3,3,66,NA
8365422,201910,15,15,81,NA
8365422,201915,3,3,84,NA
8365422,201920,15,15,99,NA
8365422,201930,1,1,100,NA
8365422,202010,9,9,109,NA
8365422,202015,3,3,112,NA
8365422,202020,9,9,121,NA
8365422,202110,6,6,127,NA
8365422,202115,0,0,127,NA
8365422,202120,0,0,127,NA
8365711,201810,11,17,17,NA
8365711,201820,16,16,33,NA
8365711,201910,14,14,47,NA
8365711,201920,15,15,62,NA
8365711,202010,15,15,77,NA
8365711,202015,3,3,80,NA
8365711,202020,16,16,96,NA
8365711,202030,6,6,102,NA
8365711,202110,18,18,120,NA
8365711,202120,17,17,137,NA
8366174,201810,17,17,17,NA
8366174,201820,17,17,34,NA
8366174,201910,18,18,52,NA
8366174,201920,20,20,72,NA
8366174,202010,19,19,91,NA
8366174,202020,19,19,110,NA
8366174,202110,19,19,129,NA
8366174,202120,15,15,144,NA
8366385,201810,12,41,41,NA
8366385,201820,15,15,56,NA
8366385,201910,16,16,72,NA
8366385,201920,12,12,84,NA
8366385,201930,0,3,NA,NA
8366385,202010,0,16,103,NA
8366385,202020,15,15,118,NA
8366385,202110,15,15,133,NA
8366385,202120,13,13,146,NA
8366918,201810,17,36,36,NA
8366918,201820,16,16,52,NA
8366918,201830,3,3,55,NA
8366918,201910,15,15,70,NA
8366918,201920,12,12,82,NA
8366918,202010,15,15,97,NA
8366918,202020,15,15,112,NA
8366918,202110,15,15,127,NA
8366918,202120,15,15,142,NA
8367035,201810,17,42,42,NA
8367035,201820,15,15,57,NA
8367035,201910,16,16,73,NA
8367035,201920,12,12,85,NA
8367035,202010,15,15,100,NA
8367035,202020,15,15,115,NA
8367035,202110,15,15,130,NA
8367035,202120,16,21,151,NA
8367545,201810,17,32,32,NA
8367545,201815,3,3,35,NA
8367545,201820,16,16,51,NA
8367545,201910,15,15,66,NA
8367545,201915,6,6,72,NA
8367545,201920,15,15,87,NA
8367545,202010,15,15,102,NA
8367545,202020,15,15,117,NA
8367545,202110,15,15,132,NA
8367545,202120,12,12,144,NA
8367894,201810,17,50,50,NA
8367894,201815,3,3,53,NA
8367894,201820,14,14,67,NA
8367894,201830,3,3,70,NA
8367894,201910,15,15,85,NA
8367894,201915,3,3,88,NA
8367894,201920,15,15,103,NA
8367894,201930,1,1,104,NA
8367894,202010,15,15,119,NA
8367894,202020,15,15,134,NA
8367894,202110,15,15,149,NA
8367894,202120,13,13,162,NA
8367944,201810,15,19,19,NA
8367944,201820,15,15,34,NA
8367944,201910,15,15,49,NA
8367944,201920,15,15,64,NA
8367944,202010,14,14,78,NA
8367944,202020,15,15,93,NA
8367944,202110,15,15,108,NA
8367944,202120,12,12,120,NA
8367955,201810,15,21,21,NA
8367955,201820,17,17,38,NA
8367955,201910,16,16,54,NA
8367955,201920,15,15,69,NA
8367955,202010,16,16,85,NA
8367955,202015,6,6,91,NA
8367955,202020,16,16,107,NA
8367955,202110,17,17,124,NA
8367955,202115,6,6,130,NA
8367955,202120,19,19,149,NA
8368057,201810,16,45,45,NA
8368057,201820,16,16,61,NA
8368057,201910,16,16,77,NA
8368057,201920,15,15,92,NA
8368057,201930,6,6,98,NA
8368057,202010,15,15,113,NA
8368057,202020,15,15,128,NA
8368057,202030,3,3,131,NA
8368057,202110,15,15,146,NA
8368057,202120,15,15,161,NA
8368109,201810,16,31,31,NA
8368109,201820,16,16,47,NA
8368109,201910,15,15,62,NA
8368109,201920,15,15,77,NA
8368109,202010,0,16,93,NA
8368109,202020,18,18,111,NA
8368109,202110,13.5,13.5,124.5,NA
8368109,202120,15,15,139.5,NA
8368121,201810,16,54,54,NA
8368121,201820,18,18,72,NA
8368121,201910,15,15,87,NA
8368121,201920,15,15,102,NA
8368121,202010,16,16,118,NA
8368121,202020,13,13,131,NA
8368121,202030,3,3,134,NA
8368121,202110,16,16,150,NA
8368719,201810,15,57,57,NA
8368719,201820,17,17,74,NA
8368719,201910,14,14,88,NA
8368719,201915,3,3,91,NA
8368719,201920,15,15,106,NA
8368719,202010,15,15,121,NA
8368719,202015,3,3,124,NA
8368719,202020,15,15,139,NA
8368719,202110,15,15,154,NA
8369044,201810,15,24,24,NA
8369044,201820,15,15,39,NA
8369044,201910,6,6,45,NA
8369044,201920,14,14,59,NA
8369044,202010,0,3,NA,NA
8369044,202020,9,9,71,NA
8369044,202030,3,3,74,NA
8369044,202110,15,15,89,NA
8369044,202115,3,3,92,NA
8369044,202120,12,12,104,NA
8369044,202210,12,12,116,NA
8369044,202215,3,3,119,NA
8369044,202220,12,12,131,NA
8369044,202230,3,3,134,NA
8369044,202310,3,3,137,NA
8369067,201810,17,30,30,NA
8369067,201820,15,15,45,NA
8369067,201910,16,16,61,NA
8369067,201920,13,13,74,NA
8369067,202010,9,9,83,NA
8369067,202020,12,12,95,NA
8369067,202110,15,15,110,NA
8369067,202120,12,12,122,NA
8369067,202130,3,3,125,NA
8369564,201810,15,45,45,NA
8369564,201820,16,16,61,NA
8369564,201910,15,15,76,NA
8369564,201920,15,15,91,NA
8369564,202010,14,14,105,NA
8369564,202020,15,15,120,NA
8369564,202110,15,15,135,NA
8369564,202120,16.5,16.5,151.5,NA
8370335,201810,16,26,26,NA
8370335,201820,15,15,41,NA
8370335,201830,4,4,45,NA
8370335,201910,16,16,61,NA
8370335,201920,16,16,77,NA
8370335,201930,6,6,83,NA
8370335,202010,15,15,98,NA
8370335,202015,3,3,101,NA
8370335,202020,16,16,117,NA
8370335,202030,3,3,120,NA
8370335,202110,17,17,137,NA
8370335,202115,3,3,140,NA
8370335,202120,12,12,152,NA
8370460,201810,17,17,17,NA
8370460,201820,15,15,32,NA
8370460,201910,9,9,41,NA
8370460,201915,3,3,44,NA
8370460,201920,16,16,60,NA
8370460,202010,16,16,76,NA
8370460,202020,15,15,91,NA
8370460,202110,15,15,106,NA
8370460,202120,15,15,121,NA
8371569,201810,13,17,17,NA
8371569,201820,17,17,34,NA
8371569,201910,14,14,48,NA
8371569,201915,3,3,51,NA
8371569,201920,15,15,66,NA
8371569,202010,15,15,81,NA
8371569,202015,6,6,87,NA
8371569,202020,12,12,99,NA
8371569,202110,15,15,114,NA
8371569,202120,12,12,126,NA
8371719,201810,15,48,48,NA
8371719,201820,12,12,60,NA
8371719,201910,15,15,75,NA
8371719,201920,15,15,90,NA
8371719,202010,15,15,105,NA
8371719,202015,6,6,111,NA
8371719,202020,14,14,125,NA
8371719,202110,12,12,137,NA
8371719,202120,13,13,150,NA
8371741,201810,12,12,12,NA
8371741,201820,14,14,26,NA
8371741,201830,3,3,29,NA
8371741,201910,12,12,41,NA
8371741,201920,15,15,56,NA
8371741,202010,16,16,72,NA
8371741,202020,15,15,87,NA
8371741,202110,15,15,102,NA
8371741,202120,19,19,121,NA
8372215,201810,15,15,15,NA
8372215,201820,15,15,30,NA
8372215,201910,17,17,47,NA
8372215,201920,15,15,62,NA
8372215,202010,18,18,80,NA
8372215,202020,18,18,98,NA
8372215,202030,3,3,101,NA
8372215,202110,15,15,116,NA
8372215,202120,15,15,131,NA
8372318,201810,12,68,68,NA
8372318,201820,18,18,86,NA
8372318,201830,8,8,94,NA
8372318,201910,19,19,113,NA
8372318,201915,3,3,116,NA
8372318,201920,15,15,131,NA
8372318,202010,15,15,146,NA
8372318,202015,3,3,149,NA
8372318,202020,12,12,161,NA
8372318,202110,14,14,175,NA
8372318,202120,12.5,12.5,187.5,NA
8372669,201810,16,52,52,NA
8372669,201820,16,16,68,NA
8372669,201910,18,18,86,NA
8372669,201920,15,15,101,NA
8372669,202010,16,16,117,NA
8372669,202020,15,15,132,NA
8372669,202110,15,15,147,NA
8372669,202120,15,15,162,NA
8372995,201810,17,36,36,NA
8372995,201820,14,14,50,NA
8372995,201910,13,13,63,NA
8372995,201920,15,15,78,NA
8372995,202010,15,15,93,NA
8372995,202020,15,15,108,NA
8372995,202110,15,15,123,NA
8372995,202115,1,1,124,NA
8372995,202120,12,12,136,NA
8373328,201810,14,58,58,NA
8373328,201820,18,18,76,NA
8373328,201910,19,19,95,NA
8373328,201920,12,12,107,NA
8373328,201930,1,1,108,NA
8373328,202010,18,18,126,NA
8373328,202020,18,18,144,NA
8373328,202110,12,12,156,NA
8373328,202120,15,15,171,NA
8373418,201730,6,6,6,NA
8373418,201810,16,40,46,NA
8373418,201820,14,14,60,NA
8373418,201830,0,5,NA,NA
8373418,201910,15,15,80,NA
8373418,201920,13,13,93,NA
8373418,202010,15,15,108,NA
8373418,202020,15,15,123,NA
8373418,202110,14,14,137,NA
8373418,202120,12,12,149,NA
8373628,201810,15,56,56,NA
8373628,201820,13,13,69,NA
8373628,201910,15,15,84,NA
8373628,201920,17,17,101,NA
8373628,202010,12,12,113,NA
8373628,202020,12,12,125,NA
8373628,202110,15,15,140,NA
8373628,202120,12,12,152,NA
8373905,201810,17,42,42,NA
8373905,201820,13.5,13.5,55.5,NA
8373905,201910,15,15,70.5,NA
8373905,201920,12,12,82.5,NA
8373905,202010,15,15,97.5,NA
8373905,202015,3,3,100.5,NA
8373905,202020,14,14,114.5,NA
8373905,202030,3,3,117.5,NA
8373905,202110,12,12,129.5,NA
8373905,202120,9,9,138.5,NA
8374059,201810,15,18,18,NA
8374059,201820,16,16,34,NA
8374059,201830,0,5,NA,NA
8374059,201910,17,17,56,NA
8374059,201915,0,6,NA,NA
8374059,201920,16,16,78,NA
8374059,202010,12,12,90,NA
8374059,202015,3,3,93,NA
8374059,202020,20,20,113,NA
8374059,202030,3,3,116,NA
8374059,202110,12,12,128,NA
8375640,201910,16,36,36,NA
8375640,201915,6,6,42,NA
8375640,201920,14,14,56,NA
8375640,201930,6,6,62,NA
8375640,202010,15,15,77,NA
8375640,202015,6,6,83,NA
8375640,202020,12,12,95,NA
8375640,202030,9,9,104,NA
8375640,202110,15,15,119,NA
8375640,202130,9,9,128,NA
8375640,202210,6,6,134,NA
8375640,202220,0,0,134,NA
8376010,201810,17,29,29,NA
8376010,201820,13,13,42,NA
8376010,201910,17,17,59,NA
8376010,201915,0,4,63,NA
8376010,201920,16,16,79,NA
8376010,201930,3,3,82,NA
8376010,202010,17,17,99,NA
8376010,202020,15,15,114,NA
8376010,202110,15,15,129,NA
8376010,202120,14,14,143,NA
8376089,201810,15,18,18,NA
